Budget,IMD_Rating,No_of_reviewers,censor_board_rating,cumm_gross,genre1,genre2,genre3,genre4,gross_USA,keywords_list,movie_name,production_company,release_date,run_time,star1,star2,star3,star4,star5,summary,writer1,writer2,writer3,year
175000000,8.2,524545,PG,857611174,Animation,Adventure,Comedy,,356461711,"joy,sadness,memory,anger",Inside Out," Pixar Animation Studios, Walt Disney Pictures See more »      ","19 June 2015 (USA)
",1h35min,Amy Poehler,Bill Hader,Lewis Black,,,"After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.",Pete Docter,Ronnie Del Carmen,7 more credits,2015
5000000,8.2,198061,PG,,Biography,Drama,,,26010864,"hospital,physical deformity,psychological torture,isolation",The Elephant Man, Brooksfilms See more »      ,"10 October 1980 (USA)
",2h4min,Anthony Hopkins,John Hurt,Anne Bancroft,,,"A Victorian surgeon rescues a heavily disfigured man who is mistreated while scraping a living as a side-show freak. Behind his monstrous façade, there is revealed a person of intelligence and sensitivity.",Christopher De Vore,Eric Bergren,3 more credits,1980
100000000,8.2,1015834,R,392000694,Biography,Crime,Drama,,116900694,"stockbroker,based on true story,sex in an airplane,female frontal nudity",The Wolf of Wall Street," Red Granite Pictures, Appian Way, Sikelia Productions See more »      ","25 December 2013 (USA)
",3h,Leonardo DiCaprio,Jonah Hill,Margot Robbie,,,"Based on the true story of <a href=""/name/nm0067789/?ref_="">Jordan Belfort</a>, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.",Terence Winter,Jordan Belfort,,2013
54000000,8.2,941781,R,132511035,Action,Drama,Sci-Fi,,70511035,"dystopia,freedom,fascist,revolution",V for Vendetta," Warner Bros., Virtual Studios, Silver Pictures See more »      ","17 March 2006 (USA)
",2h12min,Hugo Weaving,Natalie Portman,Rupert Graves,,,"In a future British tyranny, a shadowy freedom fighter, known only by the alias of ""V"", plots to overthrow it with the help of a young woman.",Lilly Wachowski,Lana Wachowski,1 more credit,2005
13000000,8.2,307556,R,36262783,Drama,Thriller,,,14677674,"escape,kidnapping,mother son relationship,imprisonment",Room," Element Pictures, Film 4, FilmNation Entertainment See more »      ","22 January 2016 (USA)
",1h58min,Brie Larson,Jacob Tremblay,Sean Bridgers,,,"Held captive for 7 years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time.",Emma Donoghue,Emma Donoghue,,2015
1500000,8.2,97162,NotRated,,Comedy,Drama,,,9600000,"u.s. senator,national film registry,afi,children",Mr. Smith Goes to Washington, Columbia Pictures Corporation See more »      ,"19 October 1939 (USA)
",2h9min,James Stewart,Jean Arthur,Claude Rains,,,"A naive man is appointed to fill a vacancy in the United States Senate. His plans promptly collide with political corruption, but he doesn't back down.",Sidney Buchman,Lewis R. Foster,,1939
25000000,8.2,399542,PG-13,23057115,Drama,Sport,,,13657115,"father son relationship,jarhead,war machine,military industrial complex",Warrior," Lionsgate, Mimran Schur Pictures, Solaris See more »      ","9 September 2011 (USA)
",2h20min,Tom Hardy,Nick Nolte,Joel Edgerton,,,"The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother.",Gavin O'Connor,Anthony Tambakis,3 more credits,2011
28000000,8.2,619285,R,,Sci-Fi,Thriller,,,27000000,"tech noir,human android relationship,police detective,cyberpunk",Blade Runner," The Ladd Company, Shaw Brothers, Warner Bros. See more »      ","25 June 1982 (USA)
",1h57min,Harrison Ford,Rutger Hauer,Sean Young,,,"A blade runner must pursue and terminate four replicants who stole a ship in space, and have returned to Earth to find their creator.",Hampton Fancher,David Webb Peoples,1 more credit,1982
1400000,8.2,138659,PG,13080000,Crime,Thriller,,,12562,"blackmail,murder,tennis player,love letter",Dial M for Murder, Warner Bros. See more »      ,"29 May 1954 (USA)
",1h45min,Ray Milland,Grace Kelly,Robert Cummings,,,A tennis player frames his unfaithful wife for first-degree murder after she inadvertently hinders his plan to kill her.,Frederick Knott,Frederick Knott,,1954
,8.2,82934,NotRated,,Drama,Romance,,,,"professor,nostalgia,dream,strawberry",Wild Strawberries, Svensk Filmindustri (SF) See more »      ,"22 June 1959 (USA)
",1h31min,Victor Sjöström,Bibi Andersson,Ingrid Thulin,,,"After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence.",Ingmar Bergman,,,1957
25000000,8.1,756438,R,171627166,Crime,Drama,Thriller,,74283625,"sheriff,texas,desert,cold blooded murder",No Country for Old Men," Paramount Vantage, Miramax, Scott Rudin Productions See more »      ","21 November 2007 (USA)
",2h2min,Tommy Lee Jones,Javier Bardem,Josh Brolin,,,Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande.,Joel Coen,Ethan Coen,1 more credit,2007
25000000,8.2,457456,R,77208711,Drama,,,,40222514,"oil,misanthrope,loss of hearing,false prophet",There Will Be Blood," Paramount Vantage, Miramax, Ghoulardi Film Company See more »      ","25 January 2008 (USA)
",2h38min,Daniel Day-Lewis,Paul Dano,Ciarán Hinds,,,"A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.",Paul Thomas Anderson,Upton Sinclair,,2007
750000,8.2,70794,Passed,,Action,Adventure,Comedy,,,"train,national film registry,confederate army,railway chase",The General," Buster Keaton Productions, Joseph M. Schenck Productions See more »      ","24 February 1927 (France)
",1h7min,Buster Keaton,Marion Mack,Glen Cavender,,,"When Union spies steal an engineer's beloved locomotive, he pursues it single-handedly and straight through enemy lines.",Buster Keaton,Clyde Bruckman,2 more credits,1926
3500000,8.2,583041,R,71558971,Drama,,,,16501785,"heroin addict,heroin withdrawal,drug culture,covered in feces",Trainspotting," Channel Four Films, Figment Films, The Noel Gay Motion Picture Company See more »      ","9 August 1996 (USA)
",1h33min,Ewan McGregor,Ewen Bremner,Jonny Lee Miller,,,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends.",Irvine Welsh,John Hodge,,1996
40000000,8.1,834346,PG-13,672806292,Drama,Mystery,Thriller,,293506292,"able to see the dead,plot twist,surprise ending,bullying",The Sixth Sense," Hollywood Pictures, Spyglass Entertainment, The Kennedy/Marshall Company See more »      ","6 August 1999 (USA)
",1h47min,Bruce Willis,Haley Joel Osment,Toni Collette,,,A boy who communicates with spirits seeks the help of a disheartened child psychologist.,M. Night Shyamalan,,,1999
3977000,8.2,261144,Passed,400176459,Drama,History,Romance,,198676459,"mammy,american civil war,narcissistic personality disorder,strong female character",Gone with the Wind," Selznick International Pictures, Metro-Goldwyn-Mayer (MGM) See more »      ","17 January 1940 (USA)
",3h58min,Clark Gable,Vivien Leigh,Thomas Mitchell,,,A manipulative woman and a roguish man conduct a turbulent romance during the American Civil War and Reconstruction periods.,Margaret Mitchell,Sidney Howard,,1939
15000000,8.1,325701,R,,Horror,Mystery,Sci-Fi,,13782838,"antarctica,body horror,paranoia,isolation",The Thing," Universal Pictures, Turman-Foster Company See more »      ","25 June 1982 (USA)
",1h49min,Kurt Russell,Wilford Brimley,Keith David,,,A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.,Bill Lancaster,John W. Campbell Jr.,,1982
7000000,8.1,554728,R,36000000,Crime,Drama,Thriller,,24611975,"black comedy,americana,original story,fargo north dakota",Fargo," PolyGram Filmed Entertainment, Working Title Films See more »      ","5 April 1996 (USA)
",1h38min,William H. Macy,Frances McDormand,Steve Buscemi,,,Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.,Ethan Coen,Joel Coen,,1996
,8.2,42358,NotRated,,Drama,War,,,,"nazi occupied soviet union,mass murder,crime against humanity,year 1943",Come and See," Belarusfilm, Mosfilm See more »      ","17 October 1985 (Hungary)
",2h22min,Aleksey Kravchenko,Olga Mironova,Liubomiras Laucevicius,,,"After finding an old rifle, a young boy joins the Soviet resistance movement against ruthless German forces and experiences the horrors of World War II.",Ales Adamovich,Ales Adamovich,1 more credit,1985
33000000,8.1,662701,R,269958228,Drama,,,,148095302,"gang,widower,gang rape,teenager",Gran Torino," Matten Productions, Double Nickel Entertainment, Gerber Pictures See more »      ","9 January 2009 (USA)
",1h56min,Clint Eastwood,Bee Vang,Christopher Carley,,,"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.",Nick Schenk,Dave Johannson,1 more credit,2008
94000000,8.1,855041,G,936743261,Animation,Adventure,Comedy,,380843261,"shark,great barrier reef,short term memory loss,protective father",Finding Nemo," Pixar Animation Studios, Walt Disney Pictures See more »      ","30 May 2003 (USA)
",1h40min,Albert Brooks,Ellen DeGeneres,Alexander Gould,,,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.",Andrew Stanton,Andrew Stanton,2 more credits,2003
15000000,8.1,281248,R,,Drama,War,,,48979328,"vietnam war veteran,psychic,disorder,mental health",The Deer Hunter," EMI Films, Universal Pictures See more »      ","23 February 1979 (USA)
",3h3min,Robert De Niro,Christopher Walken,John Cazale,,,An in-depth examination of the ways in which the U.S. Vietnam War impacts and disrupts the lives of people in a small industrial town in Pennsylvania.,Michael Cimino,Deric Washburn,3 more credits,1978
15000000,8.1,654440,R,46189568,Comedy,Crime,,,17498804,"rug,nihilism,pornographer,death",The Big Lebowski," Polygram Filmed Entertainment, Working Title Films See more »      ","6 March 1998 (USA)
",1h57min,Jeff Bridges,John Goodman,Julianne Moore,,,"Jeff ""The Dude"" Lebowski, mistaken for a millionaire of the same name, seeks restitution for his ruined rug and enlists his bowling buddies to help get it.",Ethan Coen,Joel Coen,,1998
80000000,8.1,988955,R,294804195,Mystery,Thriller,,,128012934,"mental asylum,self delusion,psyche,surprise ending",Shutter Island," Paramount Pictures, Phoenix Pictures, Sikelia Productions See more »      ","19 February 2010 (USA)
",2h18min,Leonardo DiCaprio,Emily Mortimer,Mark Ruffalo,,,"In 1954, a U.S. Marshal investigates the disappearance of a murderer, who escaped from a hospital for the criminally insane.",Laeta Kalogridis,Dennis Lehane,,2010
,8.2,32187,NotRated,,Action,Comedy,Romance,,977375,"false accusation,surrealism,national film registry,pawn ticket",Sherlock Jr., Buster Keaton Productions See more »      ,"11 May 1924 (USA)
",45min,Buster Keaton,Kathryn McGuire,Joe Keaton,,,"A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch.",Jean C. Havez,Joseph A. Mitchell,1 more credit,1924
30000000,8.1,892606,R,180949045,Action,Crime,Thriller,,70099045,"bride,revenge,sword,martial arts",Kill Bill: Vol. 1," Miramax, A Band Apart, Shaw Brothers See more »      ","10 October 2003 (USA)
",1h51min,Uma Thurman,David Carradine,Daryl Hannah,,,"After awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.",Quentin Tarantino,Quentin Tarantino,1 more credit,2003
3200000,8.1,146636,GP,16217773,Crime,Drama,,,,"prison,fugitive,bet,running away",Cool Hand Luke, Jalem Productions See more »      ,"1 November 1967 (USA)
",2h6min,Paul Newman,George Kennedy,Strother Martin,,,"A laid back Southern man is sentenced to two years in a rural prison, but refuses to conform.",Donn Pearce,Frank Pierson,1 more credit,1967
,8.2,42865,NotRated,,Drama,,,,,"estrangement,family reunion,post world war two,japanese",Tokyo Story, Shochiku See more »      ,"13 March 1972 (USA)
",2h16min,Chishû Ryû,Chieko Higashiyama,Sô Yamamura,,,An old couple visit their children and grandchildren in the city; but the children have little time for them.,Kôgo Noda,Yasujirô Ozu,,1953
1288000,8.1,109534,NotRated,7592465,Drama,Mystery,Romance,,4360000,"widower,castle,unhappy marriage,haunted by the past",Rebecca, Selznick International Pictures See more »      ,"12 April 1940 (USA)
",2h10min,Laurence Olivier,Joan Fontaine,George Sanders,,,A self-conscious bride is tormented by the memory of her husband's dead first wife.,Daphne Du Maurier,Robert E. Sherwood,3 more credits,1940
8240000,8.1,149177,NotRated,1739445,Animation,Comedy,Drama,,,"stop motion,male nudity,male frontal nudity,male full frontal nudity",Mary and Max, Melodrama Pictures See more »      ,"9 April 2009 (Australia)
",1h32min,Toni Collette,Philip Seymour Hoffman,Eric Bana,,,"A tale of friendship between two unlikely pen pals: Mary, a lonely, eight-year-old girl living in the suburbs of Melbourne, and Max, a forty-four-year old, severely obese man living in New York.",Adam Elliot,,,2009
40000000,8.1,357221,R,175302354,Biography,Drama,History,,67209615,"soldier,world war two,conscientious objector,medic",Hacksaw Ridge," Cross Creek Pictures, Demarest Films, Pandemonium See more »      ","4 November 2016 (USA)
",2h19min,Andrew Garfield,Sam Worthington,Luke Bracey,,,"World War II American Army Medic <a href=""/name/nm3691984/?ref_="">Desmond T. Doss</a>, who served during the Battle of Okinawa, refuses to kill people, and becomes the first man in American history to receive the Medal of Honor without firing a shot.",Robert Schenkkan,Andrew Knight,,2016
165000000,8.1,600366,PG,494878759,Animation,Action,Adventure,,217581231,"dragon,viking,village,island",How to Train Your Dragon," DreamWorks Animation, Mad Hatter Entertainment, Vertigo Entertainment See more »      ","26 March 2010 (USA)
",1h38min,Jay Baruchel,Gerard Butler,Christopher Mintz-Plasse,,,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.",William Davies,Dean DeBlois,2 more credits,2010
61000000,8.1,748945,R,369330363,Drama,Mystery,Thriller,,167767189,"disappearance,missing person,murder suspect,husband wife relationship",Gone Girl," Twentieth Century Fox, Regency Enterprises, TSG Entertainment See more »      ","3 October 2014 (USA)
",2h29min,Ben Affleck,Rosamund Pike,Neil Patrick Harris,,,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",Gillian Flynn,Gillian Flynn,,2014
63000000,8.1,771625,PG-13,1029153882,Adventure,Sci-Fi,Thriller,,402453882,"dinosaur,theme park,tyrannosaurus rex,chaos theory",Jurassic Park," Universal Pictures, Amblin Entertainment See more »      ","11 June 1993 (USA)
",2h7min,Sam Neill,Laura Dern,Jeff Goldblum,,,"During a preview tour, a theme park suffers a major power breakdown that allows its cloned dinosaur exhibits to run amok.",Michael Crichton,Michael Crichton,1 more credit,1993
,8.3,25503,NotRated,,Animation,Action,Drama,,,"depression,despair,anime,will to live",Neon Genesis Evangelion: The End of Evangelion," Gainax, Kadokawa Shoten Publishing Co., Movic See more »      ","2005 (Germany)
",1h30min,Megumi Ogata,Megumi Hayashibara,Yûko Miyamura,,,"Concurrent theatrical ending of the TV series <a href=""/title/tt0112159/?ref_="">Neon Genesis Evangelion</a> (1995).",Hideaki Anno,,,1997
3300000,8.1,147749,R,36353750,Comedy,Drama,Thriller,,3107072,"suicide by airplane crash,anthology film,revenge,wedding party",Wild Tales," Corner Producciones, El Deseo, Instituto Nacional de Cine y Artes Audiovisuales (INCAA) See more »      ","21 August 2014 (Argentina)
",2h2min,Darío Grandinetti,María Marull,Mónica Villa,,,Six short stories that explore the extremities of human behavior involving people in distress.,Germán Servidio,Damián Szifron,,2014
,8.2,42619,Passed,,Drama,Romance,,,,"murder plot,troubled marriage,extramarital affair,city country contrast",Sunrise, Fox Film Corporation See more »      ,"4 November 1927 (USA)
",1h34min,George O'Brien,Janet Gaynor,Margaret Livingston,,,An allegorical tale about a man fighting the good and evil within him. Both sides are made flesh - one a sophisticated woman he is attracted to and the other his wife.,Carl Mayer,Hermann Sudermann,2 more credits,1927
60000000,8.1,825861,PG,264118201,Comedy,Drama,Sci-Fi,,125618201,"hidden camera,simulated reality,fictional reality show,controlled environment",The Truman Show," Paramount Pictures, Scott Rudin Productions See more »      ","5 June 1998 (USA)
",1h43min,Jim Carrey,Ed Harris,Laura Linney,,,An insurance salesman discovers his whole life is actually a reality TV show.,Andrew Niccol,,,1998
6000000,8.1,95968,NotRated,,Drama,Sci-Fi,,,234723,"guide,writer,science versus spirituality,professor",Stalker," Mosfilm, Vtoroe Tvorcheskoe Obedinenie See more »      ","17 April 1980 (Netherlands)
",2h42min,Alisa Freyndlikh,Aleksandr Kaydanovskiy,Anatoliy Solonitsyn,,,A guide leads two men through an area known as the Zone to find a room that grants wishes.,Arkadiy Strugatskiy,Boris Strugatskiy,2 more credits,1979
25000000,8.1,623984,R,174600318,Adventure,Comedy,Crime,,59100318,"hotel,lobby boy,prison escape,first person narration",The Grand Budapest Hotel," Fox Searchlight Pictures, Indian Paintbrush, Studio Babelsberg See more »      ","28 March 2014 (USA)
",1h39min,Ralph Fiennes,F. Murray Abraham,Mathieu Amalric,,,"The adventures of Gustave H, a legendary concierge at a famous hotel from the fictional Republic of Zubrowka between the first and second World Wars, and Zero Moustafa, the lobby boy who becomes his most trusted friend.",Stefan Zweig,Wes Anderson,2 more credits,2014
13000000,8.1,139551,R,40700000,Biography,Drama,,,25010410,"prison,father son relationship,based on true story,anti irish bias",In the Name of the Father," Hell's Kitchen Films, Universal Pictures See more »      ","25 February 1994 (USA)
",2h13min,Daniel Day-Lewis,Pete Postlethwaite,Alison Crosbie,,,A man's coerced confession to an IRA bombing he did not commit results in the imprisonment of his father as well. An English lawyer fights to free them.,Gerry Conlon,Terry George,1 more credit,1993
15000000,8.1,518751,R,56255142,Adventure,Biography,Drama,,18352454,"wilderness,alaska,following a dream,self discovery",Into the Wild," Paramount Vantage, Art Linson Productions, Into the Wild See more »      ","19 October 2007 (USA)
",2h28min,Emile Hirsch,Vince Vaughn,Catherine Keener,,,"After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life.",Sean Penn,Jon Krakauer,,2007
8000000,8.1,329783,R,,Adventure,Drama,,,52287414,"friendship,walking on train tracks,summertime,treehouse",Stand by Me," Columbia Pictures Corporation, Act III, Act III Communications See more »      ","26 November 1986 (USA)
",1h29min,Wil Wheaton,River Phoenix,Corey Feldman,,,"After the death of a friend, a writer recounts a boyhood journey to find the body of a missing boy.",Stephen King,Raynold Gideon,1 more credit,1986
325000,8.1,83721,NotRated,,Comedy,Romance,,,4360000,"spoiled brat,piggy back ride,haystack,bus",It Happened One Night, Columbia Pictures Corporation See more »      ,"22 February 1934 (USA)
",1h45min,Clark Gable,Claudette Colbert,Walter Connolly,,,A spoiled heiress running away from her family is helped by a man who is actually a reporter in need of a story.,Robert Riskin,Samuel Hopkins Adams,,1934
6000000,8.1,347666,R,,Drama,War,,,138530565,"vietnam war,gore,gunfire,automatic weapon",Platoon," Hemdale, Cinema 86 See more »      ","6 February 1987 (USA)
",2h,Charlie Sheen,Tom Berenger,Willem Dafoe,,,A young soldier in Vietnam faces a moral crisis when confronted with the horrors of war and the duality of man.,Oliver Stone,,,1986
4000000,8.1,330145,R,36045115,Comedy,,,,20045115,"satire,british comedy,monty python,reference to jesus christ",Life of Brian," HandMade Films, Python (Monty) Pictures See more »      ","17 August 1979 (USA)
",1h34min,Graham Chapman,John Cleese,Michael Palin,,,"Born on the original Christmas in the stable next door to Jesus, Brian of Nazareth spends his life being mistaken for a messiah.",Graham Chapman,John Cleese,4 more credits,1979
,8.1,129409,R,,Drama,,,,,"media,television,television network,ranting",Network, Metro-Goldwyn-Mayer (MGM) See more »      ,"27 November 1976 (USA)
",2h1min,Faye Dunaway,William Holden,Peter Finch,,,A television network cynically exploits a deranged former anchor's ravings and revelations about the news media for its own profit.,Paddy Chayefsky,,,1976
2800000,8.1,98226,NotRated,,Action,Crime,Drama,,14131,"based on true story,serial killer,female victim,death",Memories of Murder," CJ Entertainment, Muhan Investment, Sidus See more »      ","2 May 2003 (South Korea)
",2h12min,Kang-ho Song,Sang-kyung Kim,Roe-ha Kim,,,"In a small Korean province in 1986, three detectives struggle with the case of multiple young women being found raped and murdered by an unknown culprit.",Joon-ho Bong,Kwang-rim Kim,1 more credit,2003
1200000,8.3,54396,"<timedatetime=""PT128M"">2h8min</time>",1979000,Crime,Drama,Thriller,,,"bandit,money,prison,bar",The Bandit," Artcam International, Filma-Cass, Geopoly See more »      ","29 November 1996 (Turkey)
",2h8min,Sener Sen,Ugur Yücel,Sermin Hürmeriç,,,"Baran the Bandit, released from prison after 35 years searches for vengeance and his lover.",Yavuz Turgul,,,1996
,8.1,85388,NotRated,,Drama,Thriller,,,,"silence,sex on beach,sex talk,torn photograph",Persona," American International Pictures (AIP), Aurora, Svensk Filmindustri (SF) See more »      ","16 March 1967 (USA)
",1h23min,Bibi Andersson,Liv Ullmann,Margaretha Krook,,,A nurse is put in charge of a mute actress and finds that their personae are melding together.,Ingmar Bergman,,,1966
15900000,8.1,199075,G,196200000,Adventure,Drama,History,,74700000,"roman empire,homoerotic subtext,false accusation,ancient rome",Ben-Hur, Metro-Goldwyn-Mayer (MGM) See more »      ,"29 January 1960 (Brazil)
",3h32min,Charlton Heston,Jack Hawkins,Stephen Boyd,,,"When a Jewish prince is betrayed and sent into slavery by a Roman friend, he regains his freedom and comes back for revenge.",Lew Wallace,Karl Tunberg,,1959
20000000,8.1,568913,R,187733202,Biography,Drama,History,,56671993,"torture,whipping,slavery,male frontal nudity",12 Years a Slave," Regency Enterprises, River Road Entertainment, Plan B Entertainment See more »      ","8 November 2013 (USA)
",2h14min,Chiwetel Ejiofor,Michael Kenneth Williams,Michael Fassbender,,,"In the antebellum United States, <a href=""/name/nm1185849/?ref_="">Solomon Northup</a>, a free black man from upstate New York, is abducted and sold into slavery.",John Ridley,Solomon Northup,,2013
17500000,8.1,310445,PG-13,36532987,Biography,Drama,History,,23530892,"rwanda,ethnic warfare,mass murder,hate monger",Hotel Rwanda," United Artists, Lions Gate Films, Industrial Development Corporation of South Africa See more »      ","4 February 2005 (USA)
",2h1min,Don Cheadle,Sophie Okonedo,Joaquin Phoenix,,,Paul Rusesabagina was a hotel manager who housed over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda.,Keir Pearson,Terry George,,2004
30000000,8.1,579993,PG-13,216763646,Drama,Sport,,,100492203,"boxing,boxing trainer,determination,women boxing",Million Dollar Baby," Warner Bros., Lakeshore Entertainment, Malpaso Productions See more »      ","28 January 2005 (USA)
",2h12min,Hilary Swank,Clint Eastwood,Morgan Freeman,,,A determined woman works with a hardened boxing trainer to become a professional.,Paul Haggis,F.X. Toole,,2004
1000000,8.2,37973,R,,Biography,Drama,History,,102021,"russian orthodox church,painter,genius,silence",Andrei Rublev," Mosfilm, Tvorcheskoe Obedinienie Pisateley i Kinorabotnikov See more »      ","October 1973 (USA)
",3h25min,Anatoliy Solonitsyn,Ivan Lapikov,Nikolay Grinko,,,"The life, times and afflictions of the fifteenth-century Russian iconographer.",Andrey Konchalovskiy,Andrei Tarkovsky,,1966
2500000,8.1,234385,R,17200000,Drama,Romance,,,5535405,"conversations,train,french,tourist",Before Sunrise," Castle Rock Entertainment, Detour Filmproduction, Filmhaus Wien Universa Filmproduktions See more »      ","27 January 1995 (USA)
",1h41min,Ethan Hawke,Julie Delpy,Andrea Eckert,,,"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.",Richard Linklater,Kim Krizan,,1995
,8.1,47557,NotRated,,Adventure,Drama,Thriller,,,"risk,oil,vibration,tension",The Wages of Fear," Compagnie Industrielle et Commerciale Cinématographique (CICC), Filmsonor, Vera Films See more »      ","16 February 1955 (USA)
",2h11min,Yves Montand,Charles Vanel,Peter van Eyck,,,"In a decrepit South American village, four men are hired to transport an urgent nitroglycerine shipment without the equipment that would make it safe.",Georges Arnaud,Henri-Georges Clouzot,1 more credit,1953
38000000,8.1,386921,R,90247624,Action,Biography,Drama,,26947624,"formula 1,rivalry,1970s,racecar driver",Rush," Exclusive Media Group, Cross Creek Pictures, Imagine Entertainment See more »      ","27 September 2013 (USA)
",2h3min,Daniel Brühl,Chris Hemsworth,Olivia Wilde,,,"The merciless 1970s rivalry between Formula One rivals <a href=""/name/nm0402481/?ref_="">James Hunt</a> and <a href=""/name/nm0484399/?ref_="">Niki Lauda</a>.",Peter Morgan,,,2013
,8.1,766519,R,,Action,Adventure,Sci-Fi,,,"post apocalypse,desert,australia,female warrior",Mad Max: Fury Road," Warner Bros. Pictures, Village Roadshow Pictures, Kennedy Miller Productions See more »      ","15 May 2015 (USA)
",2h,Tom Hardy,Charlize Theron,Nicholas Hoult,,,"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper, and a drifter named Max.",George Miller,Brendan McCarthy,1 more credit,2015
46000000,8.1,517366,R,122126687,Crime,Drama,Mystery,,61002302,"child abduction,police,detective,investigation",Prisoners," Alcon Entertainment, 8:38 Productions, Madhouse Entertainment See more »      ","20 September 2013 (USA)
",2h33min,Hugh Jackman,Jake Gyllenhaal,Viola Davis,,,"When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts.",Aaron Guzikowski,,,2013
,8.2,39881,NotRated,,Biography,Drama,History,,21877,"trial,joan of arc,close up scene,martyrdom",The Passion of Joan of Arc, Société générale des films See more »      ,"25 October 1928 (France)
",1h54min,Maria Falconetti,Eugene Silvain,André Berley,,,"In 1431, Jeanne d'Arc is placed on trial on charges of heresy. The ecclesiastical jurists attempt to force Jeanne to recant her claims of holy visions.",Joseph Delteil,Carl Theodor Dreyer,,1928
,8.1,90916,NotRated,,Crime,Drama,,,,"dysfunctional family,school,coming of age,running away",The 400 Blows," Les Films du Carrosse, Sédif Productions See more »      ","16 November 1959 (USA)
",1h39min,Jean-Pierre Léaud,Albert Rémy,Claire Maurier,,,"A young boy, left without attention, delves into a life of petty crime.",François Truffaut,Marcel Moussy,2 more credits,1959
16000000,8.1,219456,G,47707417,Drama,Family,,,,"dog,japanese,loyalty,waiting",Hachi: A Dog's Tale," Stage 6 Films, Inferno Distribution, Hachiko See more »      ","12 March 2010 (UK)
",1h33min,Richard Gere,Joan Allen,Cary-Hiroyuki Tagawa,,,A college professor bonds with an abandoned dog he takes into his home.,Stephen P. Lindsey,Kaneto Shindô,,2009
20000000,8.1,357546,R,98275238,Crime,Drama,History,,45055776,"investigation,sexual abuse,child molestation,cover up",Spotlight," Participant Media, First Look Media, Anonymous Content See more »      ","20 November 2015 (USA)
",2h9min,Mark Ruffalo,Michael Keaton,Rachel McAdams,,,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",Josh Singer,Tom McCarthy,,2015
97000000,8.1,541673,R,619021436,Action,Drama,Sci-Fi,,226277068,"marvel comics,x men,superhero,mutant",Logan," Twentieth Century Fox, Marvel Entertainment, TSG Entertainment See more »      ","3 March 2017 (USA)
",2h17min,Hugh Jackman,Patrick Stewart,Dafne Keen,,,"In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.",James Mangold,Scott Frank,2 more credits,2017
2000000,8.1,205144,R,,Drama,Thriller,,,5383834,"multiple storyline,dog,mexico city,multiple perspectives",Amores Perros," Altavista Films, Zeta Film See more »      ","13 April 2001 (USA)
",2h34min,Emilio Echevarría,Gael García Bernal,Goya Toledo,,,"A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love.",Guillermo Arriaga,,,2000
